name,brand_name,price,rating,ram,ram_GB,rom_gb,expand_rom,display,display_size,display_type,camera,rear_camera,front_camera,battery,battery_mAh,processor,processor_name
"Nothing Phone (3a) (Black, 256 GB)",nothing,26999,4.5,8 GB RAM | 256 GB ROM,8,256,0,43.66 cm (17.19 cm) Full HD+ Display,17.19,Full HD+ Display,50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) | 32MP Front Camera,50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,32MP,5000 mAh Battery,5000 ,7s Gen3 Processor,7s Gen3 
"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)",realme,11464,4.5,6 GB RAM | 128 GB ROM,6,128,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP Rear Camera,50MP ,,6000 mAh Battery,6000 ,1 Year Warranty,1 Year Warranty
"realme 12+ 5G (Pioneer Green, 128 GB)",realme,14999,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,8,128,2048,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,50MP + 8MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 7050 Processor,Dimensity 7050 
"realme P3 5G (Comet Grey, 128 GB)",realme,16999,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,8,128,2048,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,6000 mAh Battery,6000 ,6 Gen 4 Processor,6 Gen 4 
"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)",samsung,14499,4.2,8 GB RAM | 128 GB ROM,8,128,0,16.91 cm (6.657 inch) Full HD+ Display,16.91,Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,50MP + 5MP + 2MP ,13MP,5000 mAh Battery,5000 ,Dimensity 6300 Processor,Dimensity 6300 
"Motorola g64 5G (Pearl Blue, 256 GB)",motorola,15999,4.2,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,12,256,1024,16.51 cm (6.5 inch) Full HD+ Display,16.51,Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,50MP (OIS) + 8MP ,16MP,6000 mAh Battery,6000 ,Dimensity 7025 Processor,Dimensity 7025 
"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",motorola,22999,4.5,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,8,256,1024,16.94 cm (6.67 inch) Display,16.94,Display,50MP + 13MP | 32MP Front Camera,50MP + 13MP ,32MP,5500 mAh Battery,5500 ,Dimensity 7400 Processor,Dimensity 7400 
"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 128 GB)",oppo,17999,4.5,8 GB RAM | 128 GB ROM,8,128,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,7000 mAh Battery,7000 ,Snapdragon 6 Gen 4 Processor,Snapdragon 6 Gen 4 
"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)",samsung,21999,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,16.76 cm (6.6 inch) Full HD+ Display,16.76,Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,50MP + 8MP + 5MP ,13MP,5000 mAh Battery,5000 ,Samsung Exynos 1380 Processor,Samsung Exynos 1380 
"OnePlus Nord CE4 lite 5G (MEGA BLUE, 128 GB)",oneplus,16949,4.4,8 GB RAM | 128 GB ROM,8,128,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP Rear Camera,50MP ,,5500 mAh Battery,5500 ,1 year,1 year
"POCO F7 5G (Phantom Black, 512 GB)",poco,33999,4.4,12 GB RAM | 512 GB ROM,12,512,0,17.35 cm (6.83 inch) Display,17.35,Display,50MP Rear Camera | 20MP Front Camera,50MP ,20MP,7550 mAh Li-Polymer + Silicon Carbon Battery,7550 ,8s Gen 4 Processor,8s Gen 4 
"vivo T4 5G (Emerald Blaze, 128 GB)",vivo,21999,4.5,8 GB RAM | 128 GB ROM,8,128,0,17.2 cm (6.77 inch) Display,17.2,Display,50MP (OIS) + 2MP | 32MP Front Camera,50MP (OIS) + 2MP ,32MP,7300 mAh Battery,7300 ,Snapdragon 7s Gen 3 5G Processor,Snapdragon 7s Gen 3 5G 
"POCO M7 Pro 5G (Olive Twilight, 256 GB)",poco,14999,4.2,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 2MP | 20MP Front Camera,50MP + 2MP ,20MP,5110 mAh Battery,5110 ,Dimensity 7025 Ultra Processor,Dimensity 7025 Ultra 
"OnePlus Nord CE4 lite 5G (ULTRA ORANGE, 128 GB)",oneplus,17188,4.4,8 GB RAM | 128 GB ROM,8,128,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP Rear Camera,50MP ,,5500 mAh Battery,5500 ,1 year,1 year
"realme P3 Ultra 5G (Neptune Blue, 256 GB)",realme,24999,4.4,8 GB RAM | 256 GB ROM,8,256,0,17.35 cm (6.83 inch) Display,17.35,Display,50MP + 8MP | 16MP Front Camera,50MP + 8MP ,16MP,6000 mAh Battery,6000 ,Dimensity 8350 Ultra Processor,Dimensity 8350 Ultra 
"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Prism Black, 256 GB)",oppo,19999,4.5,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,7000 mAh Battery,7000 ,Snapdragon 6 Gen 4 Processor,Snapdragon 6 Gen 4 
"vivo T3 5G (Crystal Flake, 256 GB)",vivo,18999,4.4,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 7200 Processor,Dimensity 7200 
"vivo T4 5G (Phantom Grey, 256 GB)",vivo,23999,4.5,8 GB RAM | 256 GB ROM,8,256,0,17.2 cm (6.77 inch) Display,17.2,Display,50MP (OIS) + 2MP | 32MP Front Camera,50MP (OIS) + 2MP ,32MP,7300 mAh Battery,7300 ,Snapdragon 7s Gen 3 5G Processor,Snapdragon 7s Gen 3 5G 
"Samsung Galaxy A55 5G (Awesome Iceblue, 128 GB)",samsung,26483,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,16.76 cm (6.6 inch) Full HD+ Display,16.76,Full HD+ Display,50MP + 12MP + 5MP | 32MP Front Camera,50MP + 12MP + 5MP ,32MP,5000 mAh Battery,5000 ,Samsung Exynos 1480 Processor,Samsung Exynos 1480 
"Motorola g64 5G (Ice Lilac, 128 GB)",motorola,13999,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,16.51 cm (6.5 inch) Full HD+ Display,16.51,Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,50MP (OIS) + 8MP ,16MP,6000 mAh Battery,6000 ,Dimensity 7025 Processor,Dimensity 7025 
"vivo T4 5G (Emerald Blaze, 256 GB)",vivo,25999,4.5,12 GB RAM | 256 GB ROM,12,256,0,17.2 cm (6.77 inch) Display,17.2,Display,50MP (OIS) + 2MP | 32MP Front Camera,50MP (OIS) + 2MP ,32MP,7300 mAh Battery,7300 ,Snapdragon 7s Gen 3 5G Processor,Snapdragon 7s Gen 3 5G 
"Motorola Edge 50 Fusion (Forest Blue, 128 GB)",motorola,18999,4.4,8 GB RAM | 128 GB ROM,8,128,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 13MP | 32MP Front Camera,50MP + 13MP ,32MP,5000 mAh Battery,5000 ,7s Gen 2 Processor,7s Gen 2 
"POCO M7 Pro 5G (Lunar Dust, 256 GB)",poco,14999,4.2,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 2MP | 20MP Front Camera,50MP + 2MP ,20MP,5110 mAh Battery,5110 ,Dimensity 7025 Ultra Processor,Dimensity 7025 Ultra 
"realme P2 Pro 5G (Parrot Green, 128 GB)",realme,16999,4.4,8 GB RAM | 128 GB ROM,8,128,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP | 32MP Front Camera,50MP + 8MP ,32MP,5200 mAh Battery,5200 ,7s Gen2 Processor,7s Gen2 
"realme 14x 5G (Crystal Black, 128 GB)",realme,14999,4.3,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6,128,2048,16.94 cm (6.67 inch) HD+ Display,16.94,HD+ Display,50MP Rear Camera | 8MP Front Camera,50MP ,8MP,6000 mAh Battery,6000 ,Dimensity 6300 Processor,Dimensity 6300 
"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",samsung,10999,4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,6,128,0,17.02 cm (6.7 inch) HD+ Display,17.02,HD+ Display,50MP + 2MP | 8MP Front Camera,50MP + 2MP ,8MP,5000 mAh Battery,5000 ,Dimensity 6300 Processor,Dimensity 6300 
"realme P3 5G (Nebula Pink, 256 GB)",realme,18499,4.4,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,8,256,2048,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,6000 mAh Battery,6000 ,6 Gen 4 Processor,6 Gen 4 
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",motorola,18999,4.4,8 GB RAM | 128 GB ROM,8,128,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 13MP | 32MP Front Camera,50MP + 13MP ,32MP,5000 mAh Battery,5000 ,7s Gen 2 Processor,7s Gen 2 
"POCO F7 5G (Frost White, 256 GB)",poco,31999,4.4,12 GB RAM | 256 GB ROM,12,256,0,17.35 cm (6.83 inch) Display,17.35,Display,50MP Rear Camera | 20MP Front Camera,50MP ,20MP,7550 mAh Li-Polymer + Silicon Carbon Battery,7550 ,8s Gen 4 Processor,8s Gen 4 
"Samsung M06 5G (Sage Green, 128 GB)",samsung,9995,3.9,4 GB RAM | 128 GB ROM,4,128,0,17.02 cm (6.7 inch) Display,17.02,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 256 GB)",motorola,32999,4.4,12 GB RAM | 256 GB ROM,12,256,0,17.02 cm (6.7 inch) Display,17.02,Display,50MP + 50MP + 10MP | 50MP Front Camera,50MP + 50MP + 10MP ,50MP,6000 mAh Battery,6000 ,Dimensity 8350 Processor,Dimensity 8350 
"Samsung Galaxy A55 5G (Awesome Navy, 128 GB)",samsung,26805,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,16.76 cm (6.6 inch) Full HD+ Display,16.76,Full HD+ Display,50MP + 12MP + 5MP | 32MP Front Camera,50MP + 12MP + 5MP ,32MP,5000 mAh Battery,5000 ,Samsung Exynos 1480 Processor,Samsung Exynos 1480 
"Samsung Galaxy F16 5G (Glam Green, 128 GB)",samsung,11499,4.2,4 GB RAM | 128 GB ROM,4,128,0,16.91 cm (6.657 inch) Full HD+ Display,16.91,Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,50MP + 5MP + 2MP ,13MP,5000 mAh Battery,5000 ,Dimensity 6300 Processor,Dimensity 6300 
"MOTOROLA Edge 60 5G (PANTONE Gibraltar Sea, 256 GB)",motorola,25999,4.3,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,12,256,1024,16.94 cm (6.67 inch) Display,16.94,Display,50MP + 50MP + 10MP | 50MP Front Camera,50MP + 50MP + 10MP ,50MP,5500 mAh Battery,5500 ,Dimensity 7400 Processor,Dimensity 7400 
"realme C75 5G (Midnight Lily, 128 GB)",realme,13999,4.3,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6,128,2048,16.94 cm (6.67 inch) HD+ Display,16.94,HD+ Display,32MP Rear Camera | 8MP Front Camera,32MP ,8MP,6000 mAh Battery,6000 ,Dimensity 6300 Processor,Dimensity 6300 
"CMF by Nothing Phone 2 Pro (Black, 128 GB)",cmf,18999,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,8,128,2048,17.2 cm (6.77 inch) Display,17.2,Display,50MP + 50MP + 8MP | 16MP Front Camera,50MP + 50MP + 8MP ,16MP,5000 mAh Battery,5000 ,Dimensity 7300 Pro 5G Processor,Dimensity 7300 Pro 5G 
"POCO X7 5G (Yellow, 128 GB)",poco,16999,4.3,8 GB RAM | 128 GB ROM,8,128,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP + 8MP + 2MP | 20MP Front Camera,50MP + 8MP + 2MP ,20MP,5500 mAh Battery,5500 ,Dimensity 7300 Ultra Processor,Dimensity 7300 Ultra 
"OnePlus Nord CE4 lite 5G (MEGA BLUE, 256 GB)",oneplus,22375,4.4,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP Rear Camera,50MP ,,5500 mAh Battery,5500 ,1 year,1 year
"realme 14x 5G (Golden Glow, 128 GB)",realme,14999,4.3,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6,128,2048,16.94 cm (6.67 inch) HD+ Display,16.94,HD+ Display,50MP Rear Camera | 8MP Front Camera,50MP ,8MP,6000 mAh Battery,6000 ,Dimensity 6300 Processor,Dimensity 6300 
"POCO X7 5G (Yellow, 256 GB)",poco,18999,4.3,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP + 8MP + 2MP | 20MP Front Camera,50MP + 8MP + 2MP ,20MP,5500 mAh Battery,5500 ,Dimensity 7300 Ultra Processor,Dimensity 7300 Ultra 
"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)",realme,11880,4.7,4 GB RAM | 128 GB ROM,4,128,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP Rear Camera,50MP ,,6000 mAh Battery,6000 ,1 Year Warranty,1 Year Warranty
"realme P3 5G (Nebula Pink, 128 GB)",realme,16999,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,8,128,2048,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,6000 mAh Battery,6000 ,6 Gen 4 Processor,6 Gen 4 
"POCO F7 5G (Cyber Silver Edition, 256 GB)",poco,31999,4.4,12 GB RAM | 256 GB ROM,12,256,0,17.35 cm (6.83 inch) Display,17.35,Display,50MP Rear Camera | 20MP Front Camera,50MP ,20MP,7550 mAh Li-Polymer + Silicon Carbon Battery,7550 ,8s Gen 4 Processor,8s Gen 4 
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",samsung,21999,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,16.76 cm (6.6 inch) Full HD+ Display,16.76,Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,50MP + 8MP + 5MP ,13MP,5000 mAh Battery,5000 ,Samsung Exynos 1380 Processor,Samsung Exynos 1380 
"CMF by Nothing Phone 2 Pro (Light Green, 256 GB)",cmf,20999,4.4,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,8,256,2048,17.2 cm (6.77 inch) Display,17.2,Display,50MP + 50MP + 8MP | 16MP Front Camera,50MP + 50MP + 8MP ,16MP,5000 mAh Battery,5000 ,Dimensity 7300 Pro 5G Processor,Dimensity 7300 Pro 5G 
"vivo T3 Pro 5G (Sandstone Orange, 256 GB)",vivo,24999,4.5,8 GB RAM | 256 GB ROM,8,256,0,17.2 cm (6.77 inch) Full HD+ AMOLED Display,17.2,Display,50MP + 8MP | 16MP Front Camera,50MP + 8MP ,16MP,5500 mAh Battery,5500 ,Snapdragon 7 Gen 3 Processor,Snapdragon 7 Gen 3 
"realme P3 Ultra 5G (Neptune Blue, 128 GB)",realme,22999,4.4,8 GB RAM | 128 GB ROM,8,128,0,17.35 cm (6.83 inch) Display,17.35,Display,50MP + 8MP | 16MP Front Camera,50MP + 8MP ,16MP,6000 mAh Battery,6000 ,Dimensity 8350 Ultra Processor,Dimensity 8350 Ultra 
"realme P3 Ultra 5G (Glowing Lunar White, 128 GB)",realme,22999,4.4,8 GB RAM | 128 GB ROM,8,128,0,17.35 cm (6.83 inch) Display,17.35,Display,50MP + 8MP | 16MP Front Camera,50MP + 8MP ,16MP,6000 mAh Battery,6000 ,Dimensity 8350 Ultra Processor,Dimensity 8350 Ultra 
"realme 14T 5G (Surf Green, 256 GB)",realme,19999,4.3,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,8,256,2048,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,6000 mAh Battery,6000 ,Dimensity 6300 Processor,Dimensity 6300 
"realme P2 Pro 5G (Eagle Grey, 512 GB)",realme,23999,4.4,12 GB RAM | 512 GB ROM,12,512,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP | 32MP Front Camera,50MP + 8MP ,32MP,5200 mAh Battery,5200 ,7s Gen2 Processor,7s Gen2 
"Motorola G85 5G (Urban Grey, 128 GB)",motorola,15999,4.4,8 GB RAM | 128 GB ROM,8,128,0,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 8MP | 32MP Front Camera,50MP + 8MP ,32MP,5000 mAh Battery,5000 ,6s Gen 3 Processor,6s Gen 3 
"MOTOROLA G96 5G (Pantone Ashleigh Blue, 128 GB)",motorola,17999,4.4,8 GB RAM | 128 GB ROM,8,128,0,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 8MP | 32MP Front Camera,50MP + 8MP ,32MP,5500 mAh Battery,5500 ,7s Gen 2 Processor,7s Gen 2 
"Motorola g64 5G (Mint Green, 128 GB)",motorola,13999,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,16.51 cm (6.5 inch) Full HD+ Display,16.51,Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,50MP (OIS) + 8MP ,16MP,6000 mAh Battery,6000 ,Dimensity 7025 Processor,Dimensity 7025 
"CMF by Nothing Phone 2 Pro (White, 256 GB)",cmf,20999,4.4,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,8,256,2048,17.2 cm (6.77 inch) Display,17.2,Display,50MP + 50MP + 8MP | 16MP Front Camera,50MP + 50MP + 8MP ,16MP,5000 mAh Battery,5000 ,Dimensity 7300 Pro 5G Processor,Dimensity 7300 Pro 5G 
"CMF by Nothing Phone 2 Pro (White, 128 GB)",cmf,18999,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,8,128,2048,17.2 cm (6.77 inch) Display,17.2,Display,50MP + 50MP + 8MP | 16MP Front Camera,50MP + 50MP + 8MP ,16MP,5000 mAh Battery,5000 ,Dimensity 7300 Pro 5G Processor,Dimensity 7300 Pro 5G 
"REDMI 13c 5G (Startrail Green, 128 GB)",redmi,,4.3,4 GB RAM | 128 GB ROM,4,128,0,17.12 cm (6.74 inch) Display,17.12,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 Year,1 Year
"REDMI 14C 5G (Stargaze Black, 64 GB)",redmi,9499,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,4,64,1024,17.48 cm (6.88 inch) HD+ Display,17.48,HD+ Display,50MP Rear Camera | 8MP Front Camera,50MP ,8MP,5160 mAh Battery,5160 ,4 Gen 2 5G Processor,4 Gen 2 5G 
"REDMI 13c 5G (Starlight Black, 128 GB)",redmi,11379,4.3,4 GB RAM | 128 GB ROM,4,128,0,17.12 cm (6.74 inch) Display,17.12,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 Year,1 Year
"Motorola g64 5G (Mint Green, 256 GB)",motorola,15999,4.2,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,12,256,1024,16.51 cm (6.5 inch) Full HD+ Display,16.51,Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,50MP (OIS) + 8MP ,16MP,6000 mAh Battery,6000 ,Dimensity 7025 Processor,Dimensity 7025 
"MOTOROLA G96 5G (Pantone Greener Pastures, 256 GB)",motorola,19999,4.4,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 8MP | 32MP Front Camera,50MP + 8MP ,32MP,5500 mAh Battery,5500 ,7s Gen 2 Processor,7s Gen 2 
"Nothing Phone (3a) Pro (Grey, 256 GB)",nothing,33999,4.5,12 GB RAM | 256 GB ROM,12,256,0,43.66 cm (17.19 cm) Full HD+ Display,17.19,Full HD+ Display,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,50MP,5000 mAh Battery,5000 ,7s Gen3 Processor,7s Gen3 
"Tecno Pova 6 Neo 5G (Midnight Shadow, 256 GB)",tecno,13999,4.1,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,8,256,1024,16.94 cm (6.67 inch) Display,16.94,Display,108MP Rear Camera | 8MP Front Camera,108MP ,8MP,5000 mAh Battery,5000 ,Dimensity 6300 5G Processor,Dimensity 6300 5G 
"realme P3 Ultra 5G (Glowing Lunar White, 256 GB)",realme,26999,4.5,12 GB RAM | 256 GB ROM,12,256,0,17.35 cm (6.83 inch) Display,17.35,Display,50MP + 8MP | 16MP Front Camera,50MP + 8MP ,16MP,6000 mAh Battery,6000 ,Dimensity 8350 Ultra Processor,Dimensity 8350 Ultra 
"REDMI 14C 5G (Stardust Purple, 128 GB)",redmi,11499,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,17.48 cm (6.88 inch) HD+ Display,17.48,HD+ Display,50MP Rear Camera | 8MP Front Camera,50MP ,8MP,5160 mAh Battery,5160 ,4 Gen 2 5G Processor,4 Gen 2 5G 
"Infinix Hot 50 5G (Sage Green, 128 GB)",infinix,10499,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,17.02 cm (6.7 inch) HD+ Display,17.02,HD+ Display,48MP + Depth Sensor | 8MP Front Camera,48MP + Depth Sensor ,8MP,5000 mAh Lithium-ion Polymer Battery,5000 ,Dimensity 6300 Processor,Dimensity 6300 
"Samsung Galaxy S24 5G (Marble Gray, 128 GB)",samsung,46999,4.6,8 GB RAM | 128 GB ROM,8,128,0,15.75 cm (6.2 inch) Full HD+ Display,15.75,Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,50MP + 10MP + 12MP ,12MP,4000 mAh Battery,4000 ,Exynos 2400 Processor,Exynos 2400 
"CMF by Nothing Phone 2 Pro (Orange, 256 GB)",cmf,20999,4.4,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,8,256,2048,17.2 cm (6.77 inch) Display,17.2,Display,50MP + 50MP + 8MP | 16MP Front Camera,50MP + 50MP + 8MP ,16MP,5000 mAh Battery,5000 ,Dimensity 7300 Pro 5G Processor,Dimensity 7300 Pro 5G 
"Infinix GT 30 Pro 5G+ (Dark Flare, 256 GB)",infinix,24999,4.4,8 GB RAM | 256 GB ROM,8,256,0,17.22 cm (6.78 inch) Display,17.22,Display,108MP + 8MP | 13MP Front Camera,108MP + 8MP ,13MP,5500 mAh Battery,5500 ,Dimensity 8350 Ultimate Processor,Dimensity 8350 Ultimate 
"Samsung Galaxy M35 5G (Thunder Grey, 128 GB)",samsung,15939,4.4,6 GB RAM | 128 GB ROM,6,128,0,16.76 cm (6.6 inch) Display,16.76,Display,50MP Rear Camera,50MP ,,6000 mAh Battery,6000 ,1 YEAR,1 YEAR
"Samsung Galaxy S24 Ultra 5G (Titanium Black, 256 GB)",samsung,80490,4.6,12 GB RAM | 256 GB ROM,12,256,0,17.27 cm (6.8 inch) Quad HD+ Display,17.27,HD+ Display,200MP + 50MP + 12MP + 10MP | 12MP Front Camera,200MP + 50MP + 12MP + 10MP ,12MP,5000 mAh Battery,5000 ,Snapdragon 8 Gen 3 Processor,Snapdragon 8 Gen 3 
"IQOO Neo 10R 5G (Raging Blue, 256 GB)",iqoo,26222,4.4,8 GB RAM | 256 GB ROM,8,256,0,17.22 cm (6.78 inch) Display,17.22,Display,50MP Rear Camera,50MP ,,6400 mAh Battery,6400 ,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"IQOO Z10 Lite 5G (Cyber Green, 128 GB)",iqoo,11300,4.2,6 GB RAM | 128 GB ROM,6,128,0,17.12 cm (6.74 inch) Display,17.12,Display,50MP Rear Camera,50MP ,,6000 mAh Battery,6000 ,1 Year Warranty,1 Year Warranty
"Samsung Galaxy S24 Ultra 5G (Titanium Violet, 256 GB)",samsung,80499,4.6,12 GB RAM | 256 GB ROM,12,256,0,17.27 cm (6.8 inch) Quad HD+ Display,17.27,HD+ Display,200MP + 50MP + 12MP + 10MP | 12MP Front Camera,200MP + 50MP + 12MP + 10MP ,12MP,5000 mAh Battery,5000 ,Snapdragon 8 Gen 3 Processor,Snapdragon 8 Gen 3 
"Motorola Edge 50 Pro 5G with 125W Charger (Caneel Bay, 256 GB)",motorola,27999,4.4,12 GB RAM | 256 GB ROM,12,256,0,17.02 cm (6.7 inch) Display,17.02,Display,50MP + 13MP + 10MP | 50MP Front Camera,50MP + 13MP + 10MP ,50MP,4500 mAh Battery,4500 ,7 Gen 3 Mobile Platform Processor,7 Gen 3 Mobile Platform 
"IQOO Z10 Lite 5G (Titanium Blue, 128 GB)",iqoo,10300,4.2,4 GB RAM | 128 GB ROM,4,128,0,17.12 cm (6.74 inch) Display,17.12,Display,50MP Rear Camera,50MP ,,6000 mAh Battery,6000 ,1 Year Warranty,1 Year Warranty
"REDMI 13 5G (Black Diamond, 128 GB)",redmi,12690,4.3,8 GB RAM | 128 GB ROM,8,128,0,17.25 cm (6.79 inch) Display,17.25,Display,108MP Rear Camera,108MP ,,5030 mAh Battery,5030 ,Brand Warranty,Brand Warranty
"POCO X7 Pro 5G (Obsidian Black, 256 GB)",poco,23999,4.3,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP + 8MP | 20MP Front Camera,50MP + 8MP ,20MP,6550 mAh Battery,6550 ,Dimensity D8400 Ultra Processor,Dimensity D8400 Ultra 
"CMF by Nothing Phone 2 Pro (Black, 256 GB)",cmf,20999,4.4,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,8,256,2048,17.2 cm (6.77 inch) Display,17.2,Display,50MP + 50MP + 8MP | 16MP Front Camera,50MP + 50MP + 8MP ,16MP,5000 mAh Battery,5000 ,Dimensity 7300 Pro 5G Processor,Dimensity 7300 Pro 5G 
"REDMI A4 5G only on Jio SIM (Starry Black, 128 GB)",redmi,9426,4.3,4 GB RAM | 128 GB ROM,4,128,0,17.48 cm (6.88 inch) Display,17.48,Display,50MP Rear Camera,50MP ,,5160 mAh Battery,5160 ,1 Year,1 Year
